Source,ownership,Region,Name,Country,address,City and Region,State,description,Simple Category,Full Category,E-mail,Website,Phone,Facebook,Lat,Long,Tools,Short blurb (NULL),Fablabs url (NULL),wiki_hackerspaces,Status,Flickr,YouTube,Ustream,Mailinglist,Last Updated,Open to Exchanges?,IRC,Date of founding,Number of members,Wiki,Twitter,GooglePlus / Facebook,Membership fee,Jabber,Open to Residencies?,City,State or District,"meetup, Eventbrite",Size of rooms,Original Long lat or degrees,,g_Address,g_LatLng,g_Icon,g_Id,g_Place_Id,g_Name,,g_Rating,g_Types,open_CONTACT FIRST NAME,open_CONTACT SURNAME,open_CONTACT POSITION,IMAGE URL,FUNCTION,THEME,FORM,FOCUS,SUBMITTER FIRST NAME,SUBMITTER SURNAME,SUBMITTER EMAIL,SUBMITTER ORGANISATION,ADDRESS 1,ADDRESS 2,ADDRESS 3,Address 4,POSTCODE,address_open,description_open,Full Category_open,Lat_open,Long_open,faire_category,faire_annual,faire_name,faire_year,faire_event_type,faire_event_start_date,,giz_impact
open,Entrepreneur,Europe,Hradec Kralove,Czech Republic,"Tv_r_i spole_nost o.s, MadridskÛ 6, Hradec KrÛlov_ Region, Prague, ","Hradec Kralove, Hradec Kralove Region",,"An experimental place that provides support and opportunity for the exploration of creative potential, neglected capabilities, curiosity, complexity handling and team collaboration in a lab equipped with technology for making.",Fab Lab,Fab Lab,dalibor.tomko@fleq.cz,http://fleq.cz,,https://www.facebook.com/fleq.cz/info,50.2103605,15.825211,,,https://www.fablabs.io/hradeckralove,,Planned,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,Dalibor,Tomko,President,http://movement.open.co/sites/default/files/styles/medium/public/fleq.jpeg?itok=vlgvM-kN,"Making, Learning","Community, Tech",Physical,Local,,,,,Tv_r_i spole_nost o.s,MadridskÛ 6,Hradec KrÛlov_ Region,Prague,,,,,,,,,,,,,,
42498.90433,Self-owned by a For-Profit Company,,iceaddis,Ethiopia,Kazanchiz opposite of Yordans Hotel,Addis Ababa,,"iceaddis is the first innovation hub & co-working space in Ethiopia established in May 2011.

We work on youth-driven private sector initiatives and facilitate constructive interaction between techies, entrepreneurs, investors and people from the creative industries.

It is partly open community workspace, vector for investors and pre-incubator for young energetic tech- entrepreneurs. Our collaborators share ideas, pool resources, use ICTs effectively, make effective use of product development projects, access business and life skill trainings, and transform ideas into viable businesses.

iceaddis is offering a place for exchange, work and the support for innovative project ideas, that are related to local demands and development. Mainly young university graduates and startup founders are using the iceaddis facilities and connect to the developer and technology community. Educational institutes, government organizations, NGOs and regional companies are getting involved in iceaddis' creative community to generate new ideas for their service or develop and test projects.

The activities of iceaddis are based on a self-understanding of a platform, that facilitates creative potential, tests uncommon ideas and experiments with prototypes to find out if there is market potential. With the collaborative mindset in iceaddis practices, we want to network the potentials of a young community that intends to actively participate in the change of their local environment.",Fab Lab,"Tech hub and/or co-working space (computer programming and software), Business Incubator",contact@iceaddis.com,www.iceaddis.com,,https://www.facebook.com/groups/iceethiopia,9.013056,38.728865,,,,,,,,,,,,,,,,https://twitter.com/iceaddis,https://www.facebook.com/iceaddis,,,,,,,,,,,,,,,,,,,,,,http://movement.open.co/sites/default/files/styles/medium/public/ICE_Addis_ethiopia_large.png?itok=sjvMm-NQ,"Learning, Working, Investing, Sharing, Mentoring","Culture, Tech, Community, Youth, Design, Education",Physical,Local,,,,,iceaddis,Hisham Complex 7th floor,Kazachiz,Addis Ababa,,"iceaddis, Hisham Complex 7th floor, Kazachiz, Addis Ababa, ","iceaddis is a self-sufficient business incubation and innovation community center aimed at supporting Ethiopia€s economic growth by tightening the constructive interaction between researchers, developers, entrepreneurs, creative workers and customers and by promoting local technological solutions and solution providers to the public.

The aim of iceaddis is to establish a national network of collaboration and a home of Ethiopian made innovations. The network provides spaces where appropriate and value-added technologies will be developed and put into use for communities be it in business or education sectors in Ethiopia.

Recent experiences from the tech scene in Africa, particularly in the field of information and communication technologies, show that multi-party innovation networks accelerate technology adaption and the development of intermediate technologies. iceaddis draws on these experiences and aims at cross-linking ICT innovation with entrepreneurial knowledge and skills development as well as with incubator facilities for startup companies. Its purpose is to encourage collaboration and to be a physical nexus point between investors, academia, the technology communities, technology companies, and the wider private sector. People using the center will be able to use business software solutions, as well as receive relevant trainings and business development coaching. Communities, students and young entrepreneurs share ideas, pool resources online, use ICTs effectively, access business/life skills trainings, and transform their ideas into viable businesses.",Co-working Space,38.769077,9.011537,,,,,,,,
open,,,icealex Innovation Hub,Egypt,"28 Ibrahim Sherif St., Mostafa Kamel., Alexandria, ",Alexandria,,"icealex is a community driven technology innovation space with a strong social and environmental commitment. The main approach for ice activities in Alexandria is to provide an enabling ecosystem for action-oriented minds co-creating sustainable solutions for local challenges. ice seeks to enable innovation, collaboration and entrepreneurship in terms of actions and behaviors _ create, share and benefit.",Fab Lab,Co-working Space,info@icelaex.com,http://www.icealex.com,03 5464 367,www.facebook.com/icealexhackerspace,31.227509,29.963969,,,,,,,,,,,,,2012,,,icealexHub,,,,,,,,,"Ibrahim Sherif , Alexandria , Egypt",,,,,,,,,,,Ahmed,Bastawy,Manager & Founder,http://movement.open.co/sites/default/files/styles/medium/public/20140529_174934.jpg?itok=NI59L9fy,,,,,Ahmed,Bastawy,a.bastawy@icealex.com,,"28 Ibrahim Sherif St., Mostafa Kamel.",,,Alexandria,,,,,,,,,,,,,,
fab_lab,,Europe,ICER-Lab,Netherlands,"Hutteweg 32,  7070 AB, The lab is on the former DRU industrial complex. Next to the chimney, in a refurbished building which houses ICER","Ulft, Netherlands",, ,Fab Lab,fab lab,enk@graafschapcollege.nl,,,,51.895597,6.3834753,"three_d_printing, laser, vinyl_cutting, ",,https://www.fablabs.io/icerlab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,Europe,ICTP SciFabLab,Italy,"Via Beirut 7,  34151, N 45_ö42'17"" ___ E 13_ö43'09""","Trieste , Trieste",,"The ICTP Scientific FabLab is devoted to creativity and research with special focus on possible applications of benefit for the society. Free membership is subject to acceptance of a project. Since by ___making__ù one can learn most effectively ___i.e., by the physical implementation at all scales, the ICTP Scientific FabLab place aims to play a significant role as a hub (or aggregator) to support the creative work of scientists and targeted scholar audiences. The goal is also to create successful communities around the ICTP SciFabLab in the Alpe-Adria Region to empower local scholars, scientists, individuals, societies and help them to design, discuss and create for themselves, low-cost and useful powerful devices of special scientific interest for developing countries and the society at large. All together we can open new dimensions to science and education, inspire curiosity and offer powerful new ways to facilitate the creation and modeling of new ideas with a significant impact. Our motto is: Let's think and make!",Fab Lab,fab lab,scifablab@ictp.it,https://www.facebook.com/triesteminimakerfaire,040 2240317 (C. Fonda),"<https://www.facebook.com/scifablab>, <http://scifablab.ictp.it>, <>, <>, <>",45.7039656,13.7190768,"three_d_printing, laser,  ",The ICTP Scientific FabLab is devoted to creativity and research with special focus on possible applications of benefit for the society. Free membership is subject to acceptance of a project.,https://www.fablabs.io/scientificfablab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,USA,IDEA Center,United States,"60 High Street,  4614, Check in at main office on first floor.","Blue Hill, ME", ME,"We are part of a rural public PK-8 school in downeast coastal Maine, USA. Our focus is offering digital fabrication learning opportunities to our students, teachers, and local community. The IDEA Center (Imagine + Design + Explore + Achieve) was formed in 2014 as part of the local PK-8 school, Blue Hill Consolidated School (BHCS). Through grants and donations, we renovated the previous computer lab into a FabLab/makerspace, featuring a ShopBot CNC router, an Epilog laser cutter/engraver, a Roland vinyl cutter, and a MakerBot Replicator 3D printer, in addition to a variety of traditional tools, power tools, robotics equipment, electronics components, and more.",Fab Lab,Fab Lab,idea@bhcs.org,https://www.bhcs.org/idea,(207) 374-2202,,44.4148,-68.5924,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting","We are part of a rural public PK-8 school in downeast coastal Maine, USA. Our focus is offering digital fabrication learning opportunities to our students, teachers, and local community.",https://www.fablabs.io/bluehill,,,,,,,,,,,,,,,,,,,,,,"44.414774, -68.5923807",,"60 High St, Blue Hill, ME 04614, United States","44.414774, -68.5923807",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,3e542cdf7f45d441f0f773b37ddb45f4f1c85576,ChIJ7WhhqHOMrkwRm1TFhumnScU,Blue Hill Consolidated School,,,"[u'school', u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,SEA,Idea factory in Gwacheon National Science Museum,Korea,"110, Sanghabeol-ro, Gwacheon National Science Museum 427-060, Exit 5: Seoul Grand Park Station, line 4","Gwacheon-si, Gyeonggi-do",,"Welcome to the Idea factory in Gwacheon National Science Museum(GNSM)! We provide making tools & instruments for makers, and arrange meeting & communication between them. Imagine, Make, and Share !!! ",Fab Lab,Fab Lab,moohsangsang@gmail.com,,82'+2.509.6925,,37.4390254,127.004146,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting","Welcome to the Idea factory in Gwacheon National Science Museum(GNSM)! We provide making tools & instruments for makers, and arrange meeting & communication between them. Imagine, Make, and Share !!!",https://www.fablabs.io/IdeafactoryinGNSM,,,,,,,,,,,,,,,,,,,,,,"127.004146, 37.4390254",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,USA,"IDEA Lab, Hathaway Brown School",United States,"19600 N Park Blvd,  44122, 19600 North Park Blvd","Shaker Heights, OH", OH,"The IDEA Lab at Hathaway Brown School is a makerspace and creativity center focused on innovation, design, engineering and art and serves the entire community from Early Childhood to Upper School. The IDEA Lab - Innovation, Design, Engineering, Art - at Hathaway Brown School is a complete makerspace and creativity center that serves the entire school community, from mini-makers to high school students!  We currently have multiple 3D printers, a 3D scanner, Epilog Lasers, a Desktop Milling Machine, Vinyl Cutter, ShopBot, and stations for Electronics and Molding & Casting.  ",Fab Lab,Fab Lab,ljackson@hb.edu,,2169324214,,41.4813,-81.5416,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting","The IDEA Lab at Hathaway Brown School is a makerspace and creativity center focused on innovation, design, engineering and art and serves the entire community from Early Childhood to Upper School.",https://www.fablabs.io/idealab,,,,,,,,,,,,,,,,,,,,,,"41.481344, -81.541618",,"19600 N Park Blvd, Shaker Heights, OH 44122, United States","41.4813271, -81.5417396",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,7f07f7bdedf718277f59c2827cab43040f4c0dd7,ChIJk_QDtw39MIgRPCdZ9EaHeJM,Hathaway Brown School,,,"[u'school', u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"open,",Non-Profit,Africa,iLab Liberia,Liberia,"20th Street and Payne Ave, Apt #5, Sinkor, Monrovia",Monrovia,,"iLab Liberia is a non-profit computer laboratory providing access to cutting-edge technology, expert IT assistance and a community leveraging technology for the good of Liberia. iLab offers free trainings in contextually relevant ICTs that are open to the public. iLab also hosts tech events and serves as a meet-up space for a range of tech enthusiasts and professionals. [ more ]",Fab Lab,Technology Hubs,kate@ilabliberia.org,http://ilabliberia.org/,,https://www.facebook.com/pages/iLab_Liberia/472860129453377?fref=ts,6.287989,-10.775293,,,,,,,,,,,,,2011,,,@iLabLiberia,,,,,,,,,,,,,,,,,,,,Kate,Cummings,Co-Founder,http://movement.open.co/sites/default/files/styles/medium/public/ilab-liberia.jpeg?itok=ogZ68UQZ,"Learning, Mentoring",Tech,Physical,Local,,,,,20th Street and payne Avenue,"Apt #5, Sinkor",,Monrovia,,"20th Street and payne Avenue, Apt #5, Sinkor,  Monrovia, ","A non-profit computer laboratory providing access to technology, expert IT assistance and community-leveraging technology. The Lab offers free training in relevant technologies that are open to the public and hosts tech events to serve as a meet-up space for tech enthusiasts.",Co-working Space,6.28786,-10.775062,,,,,,,,
Makery,,,iMAL fablab,Belgium,"iMAL, Center for Digital Cultures and Technology, 30-34 Quai des Charbonnages, 1080 Bruxelles",,,,Fab Lab,fablab,,http://www.imal.org/fr/fablab,,,50.8548,4.34206,,,,,,,,,,,,,,,,http://twitter.com/imalorg,https://www.facebook.com/pages/iMAL/50564320935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,USA,Incite Focus FabLab,United States,"Detroit, Michigan, 48226, ","Detroit, Michigan", Michigan,,Fab Lab,Fab Lab,info@incite-focus.org,http://www.incite-focus.org/Fab_Lab.html,,,42.3314,-83.0458,", ",,https://www.fablabs.io/incitefocusfablab,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,Blair,Evans,Director,http://movement.open.co/sites/default/files/styles/medium/public/incite-focus-fablab.jpeg?itok=IlEr2Sgp,"Making, Learning","Community, Tech",Physical,Local,,,,,5555 Conner,,Michigan,Detroit,MI 48213,"5555 Conner,  Michigan, Detroit, MI 48213","Part of the Fab Lab network, a global collection of small-scale workshops containing the tools for personal digital fabrication.",Makerspace,42.331427,-83.0457538,,,,,,,,
"fablabs,Makery",university,India,Indian Institute of Technology,India,"Kanpur, Uttar Pradesh, 208006",Kanpur,Uttar Pradesh,,Fab Lab,fab lab,,https://www.fablabs.io/indianinstituteoftechnology,,,26.449923,80.3318736,,,,,,,,,,,,,,,,,,,,,,,,,,,208006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ananse,university,India,Indian School of Design & Innovation,India,"4th Floor, Tower 2A One Indiabulls Centre, Senapati Bapat Marg, Lower Parel, Mumbai 400013.",Mumbai,Maharashtra,,Fab Lab,fab lab,,https://www.fablabs.io/isdi,,http://www.isdi.in/design-innovation/,19.0030074,72.8299086,"three_d_printing, laser, precision_milling,  ,",,,,,,,,,,,,,,,,,,,,,,,,,,"4th Floor, Tower 2A One Indiabulls Centre, Senapati Bapat Marg, Lower Parel, Mumbai 400013.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab lab,,,Industrial Studio ,Chile,"Talca,  3460000, ""Follow the white Rabbit""","Talca, Talca",,"""We specialize in creating new products for small series manufacturing and packaging design for consumer products""... Many of the projects we work dealing with technology, mobile applications and code ""Our study have two years of operating independently and this year we started to set up a workshop to accept bigger challenges""",Fab Lab,Fab Lab ,lizama@industrialstudio.cl,http://www.industrialstudio.cl,5.61E+11,,-35.431,-71.6573,"three_d_printing, circuit_production,  ","""We specialize in creating new products for small series manufacturing and packaging design for consumer products""... Many of the projects we work dealing with technology, mobile applications and code",https://www.fablabs.io/industrialstudio,,planned_fab_lab,,,,,,,,,,,,,,,,,,,,"-33_ 25' 54"", -70_ 38' 23""","-71.6573,-35.431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,Info@Leze,France,"Chemin Neuf, 31870 Lagardelle sur L—ùze",,,,Fab Lab,Fablab,,http://infoaleze.chez.com,,,43.4132,1.39036,,,,,,,,,,,,,,,,,https://facebook.fr/infoaleze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,Europe,Innovation Lab (Toulon),France,"Maison de l'Innovation , Place Georges Pompidou 83000, ","Toulon, Var",, ,Fab Lab,fab lab,innovlab@kedgebs.com,,,,43.124228,5.928,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting",,https://www.fablabs.io/innovationlab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,Existing space,,Insper FAB LAB,Brazil,"R. Quata,  04546-042, ","Sao Paulo, Sao Paulo",, ,Fab Lab,Fab Lab ,licks.vinicius@gmail.com,http://www.insper.edu.br/vestibular/engenharia/fablab/,,,-23.5977,-46.679,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting","A FabLab in Insper , a university focused on engineering, Administration and Business in Sao Paulo.",https://www.fablabs.io/ifablab,,,,,,,,,,,,,,,,,,,,,,,"-46.679,-23.5977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"open,fab_lab",Academic,South America,Instituto Tecnologico de Costa Rica,Costa Rica,"Cartago 30101, Costa Rica",Cartago,, ,Fab Lab,Fab Lab ,infoportal@tec.ac.cr,http://www.tec.ac.cr/Paginas/Tecnologico%20de%20Costa%20Rica.aspx,,https://www.facebook.com/pages/Instituto-Tecnologico-De-Costa-Rica-TEC/246492482042749?fref=ts,9.75396,-83.677,,,,,,,,,,,,,1971,,,@Teccr,,,,,,,,,,,,,,,,,,,,Milton,Villareal Castro,President,http://movement.open.co/sites/default/files/styles/medium/public/instituto-tecnologico-de-costa-rica.jpeg?itok=IuyzNYyA,"Making, Learning","Community, Tech",Physical,Local,,,,,Apartado,,,Cartago,159-7050,"Apartado, Cartago, 159-7050","Part of the Fab Lab network, a global collection of small-scale workshops containing the tools for personal digital fabrication.",Makerspace,9.7539596,-83.6773928,,,,,,,,
planned_fab_lab,,USA,InterActive FabLab,United States,"14102 Fm 529 Rd,  77041, We are located between Highway 6 and Jackrabbit Road on 529.  We are just minutes from I-290 in the Northwest area of Houston, TX.","Houston, Texas", Texas,"Hassan Zarrabi brings great knowledge of fabrication to InterActive in order to create a branch of the company dedicated to a FabLab. We Have 3D systems 3D printers (two printers that are industrial size and two that are desktop size), 3D scanners, vacuum forming capabilities, custom jewelry fabrication equipment, electronics building equipment, mold making equipment, work benches, power tools, CAD instructors, internet access, full amenities including a full kitchen, two bathrooms, and plenty of parking.  We are going to make additions such as laser engravers and bench top CNC machines.  We will hold CAD classes, mold making classes, jewelry making classes, and any other class at the request of students or members of the FabLab that pertain to the equipment we have in house.  We will be having instructional courses on a wide array of things from building a fully functional 3D printed guitar to creating a simple robot for school projects.  We are located minutes from several community colleges and aim to share engineering technology with young minds as well as individual entrepreneurs that want to get an invention to market, or even people that just want to come in and tinker as hobbyists are welcome to become members of our FabLab.",Fab Lab,Fab Lab,hzarrabi@icu3d.com,http://www.facebook.com/interactivecompany3d,281-345-4428,"<http://www.icu3d.com>, <>, <>, <>, <>",29.88,-95.622,"three_d_printing, circuit_production, vinyl_cutting, ",Hassan Zarrabi brings great knowledge of fabrication to InterActive in order to create a branch of the company dedicated to a FabLab.,https://www.fablabs.io/interactivefablab,,,,,,,,,,,,,,,,,,,,,,"-95.6220493, 29.879955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
